#timestep    time     time step  time step   maximum   -----time step location----     time step
#  number    (sec)      (sec)    cfl (sec)    error    eq_loc  i_loc  j_loc  k_loc      control
     5640  5.639E-06  1.000E-09  3.102E-08  3.637E-06       0      0      0      0   fixed timestep
     5660  5.659E-06  1.000E-09  3.102E-08  7.330E-04       0      0      0      0   fixed timestep
     5680  5.679E-06  1.000E-09  3.102E-08  4.081E-06       0      0      0      0   fixed timestep
     5700  5.699E-06  1.000E-09  3.102E-08  2.864E-07       0      0      0      0   fixed timestep
     5720  5.719E-06  1.000E-09  3.102E-08  6.863E-07       0      0      0      0   fixed timestep
     5740  5.739E-06  1.000E-09  3.102E-08  2.014E-05       0      0      0      0   fixed timestep
     5760  5.759E-06  1.000E-09  3.102E-08  2.684E-07       0      0      0      0   fixed timestep
     5780  5.779E-06  1.000E-09  3.103E-08  7.555E-07       0      0      0      0   fixed timestep
     5800  5.799E-06  1.000E-09  3.103E-08  1.400E-06       0      0      0      0   fixed timestep
     5820  5.819E-06  1.000E-09  3.103E-08  5.174E-05       0      0      0      0   fixed timestep
     5840  5.839E-06  1.000E-09  3.103E-08  3.226E-06       0      0      0      0   fixed timestep
     5860  5.859E-06  1.000E-09  3.103E-08  1.115E-06       0      0      0      0   fixed timestep
     5880  5.879E-06  1.000E-09  3.103E-08  9.806E-07       0      0      0      0   fixed timestep
     5900  5.899E-06  1.000E-09  3.104E-08  3.463E-06       0      0      0      0   fixed timestep
     5920  5.919E-06  1.000E-09  3.104E-08  1.000E-06       0      0      0      0   fixed timestep
     5940  5.939E-06  1.000E-09  3.105E-08  1.359E-06       0      0      0      0   fixed timestep
     5960  5.959E-06  1.000E-09  3.105E-08  1.115E-06       0      0      0      0   fixed timestep
     5980  5.979E-06  1.000E-09  3.105E-08  8.912E-07       0      0      0      0   fixed timestep
     6000  5.999E-06  1.000E-09  3.105E-08  5.242E-07       0      0      0      0   fixed timestep
     6020  6.019E-06  1.000E-09  3.105E-08  1.260E-06       0      0      0      0   fixed timestep
     6040  6.039E-06  1.000E-09  3.105E-08  1.990E-07       0      0      0      0   fixed timestep
     6060  6.059E-06  1.000E-09  3.105E-08  1.720E-06       0      0      0      0   fixed timestep
     6080  6.079E-06  1.000E-09  3.105E-08  1.992E-06       0      0      0      0   fixed timestep
     6100  6.099E-06  1.000E-09  3.106E-08  3.958E-07       0      0      0      0   fixed timestep
     6120  6.119E-06  1.000E-09  3.106E-08  1.604E-06       0      0      0      0   fixed timestep
     6140  6.139E-06  1.000E-09  3.106E-08  3.428E-07       0      0      0      0   fixed timestep
     6160  6.159E-06  1.000E-09  3.106E-08  4.399E-07       0      0      0      0   fixed timestep
     6180  6.179E-06  1.000E-09  3.106E-08  5.854E-07       0      0      0      0   fixed timestep
     6200  6.199E-06  1.000E-09  3.106E-08  7.524E-07       0      0      0      0   fixed timestep
     6220  6.219E-06  1.000E-09  3.107E-08  8.758E-07       0      0      0      0   fixed timestep
     6240  6.239E-06  1.000E-09  3.107E-08  4.916E-07       0      0      0      0   fixed timestep
     6260  6.259E-06  1.000E-09  3.107E-08  1.059E-05       0      0      0      0   fixed timestep
     6280  6.279E-06  1.000E-09  3.107E-08  1.836E-06       0      0      0      0   fixed timestep
     6300  6.299E-06  1.000E-09  3.107E-08  1.777E-06       0      0      0      0   fixed timestep
     6320  6.319E-06  1.000E-09  3.108E-08  1.520E-05       0      0      0      0   fixed timestep
     6340  6.339E-06  1.000E-09  3.108E-08  4.326E-07       0      0      0      0   fixed timestep
     6360  6.359E-06  1.000E-09  3.108E-08  1.577E-06       0      0      0      0   fixed timestep
     6380  6.379E-06  1.000E-09  3.108E-08  2.038E-04       0      0      0      0   fixed timestep
     6400  6.399E-06  1.000E-09  3.108E-08  4.134E-07       0      0      0      0   fixed timestep
     6420  6.419E-06  1.000E-09  3.109E-08  5.684E-07       0      0      0      0   fixed timestep
     6440  6.439E-06  1.000E-09  3.109E-08  6.350E-07       0      0      0      0   fixed timestep
     6460  6.459E-06  1.000E-09  3.109E-08  9.843E-07       0      0      0      0   fixed timestep
     6480  6.479E-06  1.000E-09  3.109E-08  8.300E-06       0      0      0      0   fixed timestep
     6500  6.499E-06  1.000E-09  3.109E-08  2.220E-06       0      0      0      0   fixed timestep
     6520  6.519E-06  1.000E-09  3.109E-08  3.472E-06       0      0      0      0   fixed timestep
     6540  6.539E-06  1.000E-09  3.109E-08  1.751E-06       0      0      0      0   fixed timestep
     6560  6.559E-06  1.000E-09  3.110E-08  9.999E-06       0      0      0      0   fixed timestep
     6580  6.579E-06  1.000E-09  3.110E-08  6.786E-07       0      0      0      0   fixed timestep
     6600  6.599E-06  1.000E-09  3.110E-08  1.914E-07       0      0      0      0   fixed timestep
     6620  6.619E-06  1.000E-09  3.110E-08  1.667E-06       0      0      0      0   fixed timestep
     6640  6.639E-06  1.000E-09  3.110E-08  1.873E-06       0      0      0      0   fixed timestep
     6660  6.659E-06  1.000E-09  3.110E-08  1.297E-06       0      0      0      0   fixed timestep
     6680  6.679E-06  1.000E-09  3.110E-08  1.149E-06       0      0      0      0   fixed timestep
     6700  6.699E-06  1.000E-09  3.110E-08  1.307E-06       0      0      0      0   fixed timestep
     6720  6.719E-06  1.000E-09  3.111E-08  2.514E-07       0      0      0      0   fixed timestep
     6740  6.739E-06  1.000E-09  3.111E-08  7.010E-06       0      0      0      0   fixed timestep
     6760  6.759E-06  1.000E-09  3.111E-08  2.597E-05       0      0      0      0   fixed timestep
     6780  6.779E-06  1.000E-09  3.111E-08  1.363E-04       0      0      0      0   fixed timestep
     6800  6.799E-06  1.000E-09  3.111E-08  3.577E-06       0      0      0      0   fixed timestep
     6820  6.819E-06  1.000E-09  3.111E-08  1.669E-05       0      0      0      0   fixed timestep
     6840  6.839E-06  1.000E-09  3.111E-08  5.217E-07       0      0      0      0   fixed timestep
     6860  6.859E-06  1.000E-09  3.111E-08  9.612E-07       0      0      0      0   fixed timestep
     6880  6.879E-06  1.000E-09  3.111E-08  6.433E-07       0      0      0      0   fixed timestep
     6900  6.899E-06  1.000E-09  3.112E-08  2.777E-06       0      0      0      0   fixed timestep
     6920  6.919E-06  1.000E-09  3.112E-08  2.021E-06       0      0      0      0   fixed timestep
     6940  6.939E-06  1.000E-09  3.112E-08  4.086E-07       0      0      0      0   fixed timestep
     6960  6.959E-06  1.000E-09  3.112E-08  2.694E-06       0      0      0      0   fixed timestep
     6980  6.979E-06  1.000E-09  3.112E-08  4.176E-07       0      0      0      0   fixed timestep
     7000  6.999E-06  1.000E-09  3.112E-08  2.893E-07       0      0      0      0   fixed timestep
     7020  7.019E-06  1.000E-09  3.113E-08  2.930E-07       0      0      0      0   fixed timestep
     7040  7.039E-06  1.000E-09  3.113E-08  3.502E-07       0      0      0      0   fixed timestep
     7060  7.059E-06  1.000E-09  3.113E-08  1.095E-07       0      0      0      0   fixed timestep
     7080  7.079E-06  1.000E-09  3.113E-08  1.036E-06       0      0      0      0   fixed timestep
     7100  7.099E-06  1.000E-09  3.113E-08  3.387E-07       0      0      0      0   fixed timestep
     7120  7.119E-06  1.000E-09  3.113E-08  2.029E-07       0      0      0      0   fixed timestep
     7140  7.139E-06  1.000E-09  3.113E-08  7.070E-08       0      0      0      0   fixed timestep
     7160  7.159E-06  1.000E-09  3.113E-08  2.899E-07       0      0      0      0   fixed timestep
     7180  7.179E-06  1.000E-09  3.113E-08  1.659E-06       0      0      0      0   fixed timestep
     7200  7.199E-06  1.000E-09  3.113E-08  2.111E-06       0      0      0      0   fixed timestep
     7220  7.219E-06  1.000E-09  3.112E-08  6.515E-07       0      0      0      0   fixed timestep
     7240  7.239E-06  1.000E-09  3.112E-08  2.516E-06       0      0      0      0   fixed timestep
     7260  7.259E-06  1.000E-09  3.113E-08  3.092E-05       0      0      0      0   fixed timestep
     7280  7.279E-06  1.000E-09  3.113E-08  3.486E-07       0      0      0      0   fixed timestep
     7300  7.299E-06  1.000E-09  3.114E-08  2.696E-06       0      0      0      0   fixed timestep
     7320  7.319E-06  1.000E-09  3.114E-08  1.136E-05       0      0      0      0   fixed timestep
     7340  7.339E-06  1.000E-09  3.114E-08  1.935E-06       0      0      0      0   fixed timestep
     7360  7.359E-06  1.000E-09  3.114E-08  2.179E-06       0      0      0      0   fixed timestep
     7380  7.379E-06  1.000E-09  3.114E-08  6.894E-07       0      0      0      0   fixed timestep
     7400  7.399E-06  1.000E-09  3.114E-08  7.994E-06       0      0      0      0   fixed timestep
     7420  7.419E-06  1.000E-09  3.114E-08  6.087E-07       0      0      0      0   fixed timestep
     7440  7.439E-06  1.000E-09  3.115E-08  5.390E-07       0      0      0      0   fixed timestep
     7460  7.459E-06  1.000E-09  3.115E-08  8.625E-07       0      0      0      0   fixed timestep
     7480  7.479E-06  1.000E-09  3.115E-08  5.120E-07       0      0      0      0   fixed timestep
     7500  7.499E-06  1.000E-09  3.115E-08  2.286E-06       0      0      0      0   fixed timestep
     7520  7.519E-06  1.000E-09  3.115E-08  1.396E-05       0      0      0      0   fixed timestep
     7540  7.539E-06  1.000E-09  3.115E-08  9.317E-07       0      0      0      0   fixed timestep
     7560  7.559E-06  1.000E-09  3.116E-08  6.704E-07       0      0      0      0   fixed timestep
     7580  7.579E-06  1.000E-09  3.116E-08  2.759E-07       0      0      0      0   fixed timestep
     7600  7.599E-06  1.000E-09  3.116E-08  4.856E-07       0      0      0      0   fixed timestep
     7620  7.619E-06  1.000E-09  3.116E-08  2.895E-06       0      0      0      0   fixed timestep
     7640  7.639E-06  1.000E-09  3.116E-08  2.735E-06       0      0      0      0   fixed timestep
     7660  7.659E-06  1.000E-09  3.116E-08  5.286E-07       0      0      0      0   fixed timestep
     7680  7.679E-06  1.000E-09  3.116E-08  5.098E-06       0      0      0      0   fixed timestep
     7700  7.699E-06  1.000E-09  3.116E-08  5.086E-07       0      0      0      0   fixed timestep
     7720  7.719E-06  1.000E-09  3.116E-08  4.081E-07       0      0      0      0   fixed timestep
     7740  7.739E-06  1.000E-09  3.117E-08  2.232E-05       0      0      0      0   fixed timestep
     7760  7.759E-06  1.000E-09  3.117E-08  2.081E-04       0      0      0      0   fixed timestep
     7780  7.779E-06  1.000E-09  3.117E-08  2.896E-06       0      0      0      0   fixed timestep
     7800  7.799E-06  1.000E-09  3.117E-08  5.179E-06       0      0      0      0   fixed timestep
     7820  7.819E-06  1.000E-09  3.117E-08  4.604E-07       0      0      0      0   fixed timestep
     7840  7.839E-06  1.000E-09  3.117E-08  1.831E-06       0      0      0      0   fixed timestep
     7860  7.859E-06  1.000E-09  3.117E-08  3.502E-06       0      0      0      0   fixed timestep
     7880  7.879E-06  1.000E-09  3.117E-08  1.081E-05       0      0      0      0   fixed timestep
     7900  7.899E-06  1.000E-09  3.118E-08  1.043E-06       0      0      0      0   fixed timestep
     7920  7.919E-06  1.000E-09  3.118E-08  3.080E-07       0      0      0      0   fixed timestep
     7940  7.939E-06  1.000E-09  3.118E-08  2.301E-06       0      0      0      0   fixed timestep
     7960  7.959E-06  1.000E-09  3.118E-08  1.468E-06       0      0      0      0   fixed timestep
     7980  7.979E-06  1.000E-09  3.118E-08  7.070E-06       0      0      0      0   fixed timestep
     8000  7.999E-06  1.000E-09  3.118E-08  5.081E-06       0      0      0      0   fixed timestep
     8020  8.019E-06  1.000E-09  3.118E-08  2.159E-06       0      0      0      0   fixed timestep
     8040  8.039E-06  1.000E-09  3.118E-08  1.743E-06       0      0      0      0   fixed timestep
     8060  8.059E-06  1.000E-09  3.118E-08  8.721E-07       0      0      0      0   fixed timestep
     8080  8.079E-06  1.000E-09  3.119E-08  5.797E-07       0      0      0      0   fixed timestep
     8100  8.099E-06  1.000E-09  3.119E-08  4.299E-06       0      0      0      0   fixed timestep
     8120  8.119E-06  1.000E-09  3.119E-08  6.541E-07       0      0      0      0   fixed timestep
     8140  8.139E-06  1.000E-09  3.119E-08  2.663E-07       0      0      0      0   fixed timestep
     8160  8.159E-06  1.000E-09  3.119E-08  9.301E-07       0      0      0      0   fixed timestep
     8180  8.179E-06  1.000E-09  3.119E-08  8.837E-07       0      0      0      0   fixed timestep
     8200  8.199E-06  1.000E-09  3.119E-08  7.160E-05       0      0      0      0   fixed timestep
     8220  8.219E-06  1.000E-09  3.119E-08  1.509E-06       0      0      0      0   fixed timestep
     8240  8.239E-06  1.000E-09  3.119E-08  1.267E-06       0      0      0      0   fixed timestep
     8260  8.259E-06  1.000E-09  3.119E-08  1.268E-05       0      0      0      0   fixed timestep
     8280  8.279E-06  1.000E-09  3.119E-08  1.031E-06       0      0      0      0   fixed timestep
     8300  8.299E-06  1.000E-09  3.119E-08  4.438E-07       0      0      0      0   fixed timestep
     8320  8.319E-06  1.000E-09  3.120E-08  4.194E-07       0      0      0      0   fixed timestep
     8340  8.339E-06  1.000E-09  3.120E-08  4.234E-06       0      0      0      0   fixed timestep
     8360  8.359E-06  1.000E-09  3.120E-08  3.255E-07       0      0      0      0   fixed timestep
     8380  8.379E-06  1.000E-09  3.120E-08  1.810E-06       0      0      0      0   fixed timestep
     8400  8.399E-06  1.000E-09  3.120E-08  2.422E-06       0      0      0      0   fixed timestep
     8420  8.419E-06  1.000E-09  3.120E-08  1.549E-06       0      0      0      0   fixed timestep
     8440  8.439E-06  1.000E-09  3.120E-08  9.473E-07       0      0      0      0   fixed timestep
     8460  8.459E-06  1.000E-09  3.120E-08  2.836E-07       0      0      0      0   fixed timestep
     8480  8.479E-06  1.000E-09  3.120E-08  7.532E-07       0      0      0      0   fixed timestep
     8500  8.499E-06  1.000E-09  3.120E-08  8.382E-07       0      0      0      0   fixed timestep
     8520  8.519E-06  1.000E-09  3.121E-08  6.304E-07       0      0      0      0   fixed timestep
     8540  8.539E-06  1.000E-09  3.121E-08  1.310E-06       0      0      0      0   fixed timestep
     8560  8.559E-06  1.000E-09  3.120E-08  6.067E-07       0      0      0      0   fixed timestep
     8580  8.579E-06  1.000E-09  3.120E-08  5.840E-07       0      0      0      0   fixed timestep
     8600  8.599E-06  1.000E-09  3.120E-08  2.738E-06       0      0      0      0   fixed timestep
     8620  8.619E-06  1.000E-09  3.120E-08  2.075E-06       0      0      0      0   fixed timestep
     8640  8.639E-06  1.000E-09  3.120E-08  4.851E-07       0      0      0      0   fixed timestep
     8660  8.659E-06  1.000E-09  3.120E-08  1.618E-07       0      0      0      0   fixed timestep
     8680  8.679E-06  1.000E-09  3.120E-08  3.800E-07       0      0      0      0   fixed timestep
     8700  8.699E-06  1.000E-09  3.120E-08  2.873E-06       0      0      0      0   fixed timestep
     8720  8.719E-06  1.000E-09  3.121E-08  1.717E-07       0      0      0      0   fixed timestep
     8740  8.739E-06  1.000E-09  3.121E-08  8.716E-07       0      0      0      0   fixed timestep
     8760  8.759E-06  1.000E-09  3.121E-08  4.783E-06       0      0      0      0   fixed timestep
     8780  8.779E-06  1.000E-09  3.121E-08  1.468E-06       0      0      0      0   fixed timestep
     8800  8.799E-06  1.000E-09  3.121E-08  1.790E-05       0      0      0      0   fixed timestep
