# C01-i_time   C02-time     C03-u        C04-v        C05-w        C06-rho      C07-T        C08-P        C09-Mass     C10-X Mom    C11-Y Mom    C12-H2       C13-O2       C14-O        C15-OH       C16-H2O      C17-H        C18-HO2      C19-H2O2     C20-CO       C21-CO2      C22-HCO      C23-N2    
#              (sec)        (cm/s)       (cm/s)       (cm/s)       (g/cm^3)     (K)          (atm)        g/cm^3                                                                                                                                                                                          
       18300  1.830E-005  -1.827E+001   0.000E+000   0.000E+000   1.545E-004   2.367E+003   1.166E+000   1.592E+002  -1.984E-014   0.000E+000   1.546E-003   6.503E-002   2.488E-002   1.894E-002   4.339E-002   1.791E-003   7.066E-006   2.055E-006   1.268E-001   1.058E-001   6.359E-007   6.104E-001
       18400  1.840E-005  -1.867E+001   0.000E+000   0.000E+000   1.546E-004   2.369E+003   1.167E+000   1.592E+002  -2.215E-014   0.000E+000   1.546E-003   6.500E-002   2.484E-002   1.896E-002   4.343E-002   1.786E-003   7.062E-006   2.047E-006   1.268E-001   1.059E-001   6.344E-007   6.104E-001
       18500  1.850E-005  -1.757E+001   0.000E+000   0.000E+000   1.546E-004   2.371E+003   1.167E+000   1.592E+002  -2.108E-014   0.000E+000   1.545E-003   6.497E-002   2.481E-002   1.898E-002   4.346E-002   1.782E-003   7.059E-006   2.039E-006   1.268E-001   1.059E-001   6.329E-007   6.104E-001
       18600  1.860E-005  -1.562E+001   0.000E+000   0.000E+000   1.546E-004   2.373E+003   1.168E+000   1.592E+002  -1.984E-014   0.000E+000   1.545E-003   6.494E-002   2.478E-002   1.900E-002   4.349E-002   1.778E-003   7.055E-006   2.032E-006   1.267E-001   1.060E-001   6.314E-007   6.104E-001
       18700  1.870E-005  -1.397E+001   0.000E+000   0.000E+000   1.546E-004   2.375E+003   1.169E+000   1.592E+002  -1.967E-014   0.000E+000   1.544E-003   6.492E-002   2.474E-002   1.902E-002   4.353E-002   1.773E-003   7.052E-006   2.024E-006   1.267E-001   1.060E-001   6.299E-007   6.104E-001
       18800  1.880E-005  -1.658E+001   0.000E+000   0.000E+000   1.546E-004   2.376E+003   1.170E+000   1.592E+002  -2.055E-014   0.000E+000   1.544E-003   6.489E-002   2.471E-002   1.904E-002   4.356E-002   1.769E-003   7.049E-006   2.017E-006   1.267E-001   1.061E-001   6.284E-007   6.104E-001
       18900  1.890E-005  -1.692E+001   0.000E+000   0.000E+000   1.546E-004   2.378E+003   1.171E+000   1.592E+002  -2.144E-014   0.000E+000   1.543E-003   6.486E-002   2.467E-002   1.906E-002   4.359E-002   1.765E-003   7.046E-006   2.009E-006   1.266E-001   1.061E-001   6.269E-007   6.104E-001
       19000  1.900E-005  -2.073E+001   0.000E+000   0.000E+000   1.546E-004   2.380E+003   1.171E+000   1.592E+002  -2.232E-014   0.000E+000   1.543E-003   6.484E-002   2.464E-002   1.908E-002   4.363E-002   1.761E-003   7.043E-006   2.002E-006   1.266E-001   1.062E-001   6.254E-007   6.104E-001
       19100  1.910E-005  -2.410E+001   0.000E+000   0.000E+000   1.546E-004   2.382E+003   1.172E+000   1.592E+002  -2.073E-014   0.000E+000   1.542E-003   6.481E-002   2.460E-002   1.910E-002   4.366E-002   1.757E-003   7.040E-006   1.995E-006   1.266E-001   1.062E-001   6.239E-007   6.104E-001
       19200  1.920E-005  -2.497E+001   0.000E+000   0.000E+000   1.546E-004   2.384E+003   1.173E+000   1.592E+002  -2.126E-014   0.000E+000   1.542E-003   6.479E-002   2.457E-002   1.912E-002   4.369E-002   1.752E-003   7.037E-006   1.987E-006   1.266E-001   1.062E-001   6.224E-007   6.104E-001
       19300  1.930E-005  -2.321E+001   0.000E+000   0.000E+000   1.546E-004   2.386E+003   1.174E+000   1.592E+002  -2.020E-014   0.000E+000   1.541E-003   6.476E-002   2.454E-002   1.914E-002   4.373E-002   1.748E-003   7.034E-006   1.980E-006   1.265E-001   1.063E-001   6.209E-007   6.104E-001
       19400  1.940E-005  -2.190E+001   0.000E+000   0.000E+000   1.546E-004   2.388E+003   1.175E+000   1.592E+002  -1.878E-014   0.000E+000   1.541E-003   6.474E-002   2.450E-002   1.916E-002   4.376E-002   1.744E-003   7.031E-006   1.973E-006   1.265E-001   1.063E-001   6.194E-007   6.104E-001
       19500  1.950E-005  -2.017E+001   0.000E+000   0.000E+000   1.546E-004   2.390E+003   1.175E+000   1.592E+002  -1.736E-014   0.000E+000   1.540E-003   6.471E-002   2.447E-002   1.918E-002   4.379E-002   1.740E-003   7.028E-006   1.966E-006   1.265E-001   1.063E-001   6.179E-007   6.104E-001
       19600  1.960E-005  -1.904E+001   0.000E+000   0.000E+000   1.546E-004   2.392E+003   1.176E+000   1.592E+002  -1.665E-014   0.000E+000   1.540E-003   6.469E-002   2.443E-002   1.920E-002   4.383E-002   1.736E-003   7.026E-006   1.959E-006   1.264E-001   1.064E-001   6.165E-007   6.104E-001
       19700  1.970E-005  -1.925E+001   0.000E+000   0.000E+000   1.546E-004   2.394E+003   1.177E+000   1.592E+002  -1.594E-014   0.000E+000   1.539E-003   6.466E-002   2.440E-002   1.922E-002   4.386E-002   1.732E-003   7.023E-006   1.951E-006   1.264E-001   1.064E-001   6.150E-007   6.104E-001
       19800  1.980E-005  -1.859E+001   0.000E+000   0.000E+000   1.546E-004   2.396E+003   1.177E+000   1.592E+002  -1.612E-014   0.000E+000   1.539E-003   6.464E-002   2.437E-002   1.924E-002   4.389E-002   1.728E-003   7.021E-006   1.944E-006   1.264E-001   1.065E-001   6.136E-007   6.104E-001
       19900  1.990E-005  -1.684E+001   0.000E+000   0.000E+000   1.546E-004   2.398E+003   1.178E+000   1.592E+002  -1.648E-014   0.000E+000   1.538E-003   6.462E-002   2.433E-002   1.926E-002   4.393E-002   1.724E-003   7.019E-006   1.937E-006   1.264E-001   1.065E-001   6.121E-007   6.104E-001
       20000  2.000E-005  -1.079E+001   0.000E+000   0.000E+000   1.546E-004   2.399E+003   1.179E+000   1.592E+002  -1.696E-014   0.000E+000   1.538E-003   6.459E-002   2.430E-002   1.928E-002   4.396E-002   1.719E-003   7.018E-006   1.930E-006   1.263E-001   1.065E-001   6.107E-007   6.104E-001
           1  1.000E-009  -1.111E+000   0.000E+000   0.000E+000   1.244E-003   1.950E+003   9.998E+000   1.586E+003   2.768E-018   0.000E+000   9.346E-003   1.854E-001   1.167E-008   4.795E-010   1.043E-011   1.145E-009   3.713E-008   4.646E-012   1.948E-001   3.232E-008   5.153E-011   6.104E-001
           2  2.000E-009  -4.409E+000   0.000E+000   0.000E+000   1.244E-003   1.950E+003   9.996E+000   1.586E+003   7.751E-017   0.000E+000   9.346E-003   1.854E-001   2.321E-008   1.877E-009   8.209E-011   2.306E-009   7.428E-008   1.828E-011   1.948E-001   6.472E-008   9.750E-011   6.104E-001
           3  3.000E-009  -9.803E+000   0.000E+000   0.000E+000   1.244E-003   1.950E+003   9.994E+000   1.586E+003   4.429E-017   0.000E+000   9.346E-003   1.854E-001   3.463E-008   4.135E-009   2.728E-010   3.486E-009   1.115E-007   4.045E-011   1.948E-001   9.722E-008   1.389E-010   6.104E-001
           4  4.000E-009  -1.715E+001   0.000E+000   0.000E+000   1.244E-003   1.950E+003   9.992E+000   1.586E+003   4.429E-017   0.000E+000   9.346E-003   1.854E-001   4.594E-008   7.202E-009   6.367E-010   4.689E-009   1.486E-007   7.073E-011   1.948E-001   1.298E-007   1.766E-010   6.104E-001
           5  5.000E-009  -2.626E+001   0.000E+000   0.000E+000   1.244E-003   1.950E+003   9.991E+000   1.586E+003   3.543E-016   0.000E+000   9.346E-003   1.854E-001   5.716E-008   1.103E-008   1.225E-009   5.916E-009   1.859E-007   1.087E-010   1.948E-001   1.626E-007   2.112E-010   6.104E-001
           6  6.000E-009  -3.691E+001   0.000E+000   0.000E+000   1.244E-003   1.951E+003   9.989E+000   1.586E+003   1.772E-016   0.000E+000   9.346E-003   1.854E-001   6.830E-008   1.557E-008   2.086E-009   7.169E-009   2.231E-007   1.541E-010   1.948E-001   1.954E-007   2.433E-010   6.104E-001
           7  7.000E-009  -4.881E+001   0.000E+000   0.000E+000   1.244E-003   1.951E+003   9.988E+000   1.586E+003   4.429E-016   0.000E+000   9.346E-003   1.854E-001   7.937E-008   2.080E-008   3.265E-009   8.450E-009   2.604E-007   2.063E-010   1.948E-001   2.285E-007   2.734E-010   6.104E-001
           8  8.000E-009  -6.168E+001   0.000E+000   0.000E+000   1.244E-003   1.951E+003   9.987E+000   1.586E+003   8.858E-016   0.000E+000   9.346E-003   1.854E-001   9.038E-008   2.666E-008   4.805E-009   9.762E-009   2.976E-007   2.652E-010   1.948E-001   2.616E-007   3.020E-010   6.104E-001
           9  9.000E-009  -7.518E+001   0.000E+000   0.000E+000   1.245E-003   1.951E+003   9.986E+000   1.586E+003   1.949E-015   0.000E+000   9.346E-003   1.854E-001   1.014E-007   3.314E-008   6.748E-009   1.111E-008   3.349E-007   3.304E-010   1.948E-001   2.949E-007   3.293E-010   6.104E-001
          10  1.000E-008  -7.708E+001   0.000E+000   0.000E+000   1.223E-003   1.930E+003   9.983E+000   1.586E+003   1.772E-016   0.000E+000   9.345E-003   1.854E-001   5.932E-008  -7.356E-016  -7.611E-016   2.412E-009   6.342E-008  -7.356E-016   1.948E-001   1.804E-007  -7.611E-016   6.104E-001
         100  1.000E-007  -1.006E+002   0.000E+000   0.000E+000   1.232E-003   1.930E+003   9.991E+000   1.586E+003  -1.311E-014   0.000E+000   9.274E-003   1.848E-001   1.458E-006   9.043E-007  -7.494E-016   3.158E-007   2.982E-006   1.238E-008   1.947E-001   2.564E-006   4.573E-009   6.104E-001
         200  2.000E-007  -6.670E+001   0.000E+000   0.000E+000   1.249E-003   1.943E+003   9.993E+000   1.586E+003  -1.098E-014   0.000E+000   7.658E-003   1.701E-001   9.972E-006   1.661E-005  -7.574E-016   2.155E-006   1.003E-005   3.919E-008   1.934E-001   4.315E-006   1.829E-008   6.104E-001
         300  3.000E-007  -2.880E+002   0.000E+000   0.000E+000   1.253E-003   1.956E+003   9.998E+000   1.586E+003  -1.559E-014   0.000E+000   2.100E-003   1.027E-001   9.788E-005   9.858E-005   1.537E-005   2.411E-005   4.487E-005  -7.535E-016   1.825E-001  -7.535E-016   3.583E-007   6.100E-001
         400  4.000E-007  -8.646E+002   0.000E+000   0.000E+000   1.242E-003   1.976E+003   1.004E+001   1.586E+003   6.803E-014   0.000E+000   1.452E-003   8.060E-002   1.306E-003   1.782E-003   5.578E-003   2.431E-004   5.148E-005   1.625E-006   1.667E-001   1.322E-003   2.533E-006   6.098E-001
         500  5.000E-007  -9.022E+002   0.000E+000   0.000E+000   1.241E-003   2.028E+003   1.029E+001   1.586E+003  -1.814E-013   0.000E+000   1.370E-003   7.353E-002   7.510E-003   8.740E-003   2.686E-002   1.029E-003   4.612E-005   1.016E-005   1.545E-001   8.126E-003   4.591E-006   6.098E-001
         600  6.000E-007  -1.070E+003   0.000E+000   0.000E+000   1.267E-003   2.176E+003   1.086E+001   1.586E+003  -3.402E-013   0.000E+000   1.268E-003   6.865E-002   1.799E-002   1.521E-002   4.835E-002   1.277E-003   4.280E-005   8.842E-006   1.455E-001   2.635E-002   4.117E-006   6.099E-001
         700  7.000E-007  -1.007E+003   0.000E+000   0.000E+000   1.307E-003   2.330E+003   1.145E+001   1.586E+003  -2.041E-013   0.000E+000   1.229E-003   6.514E-002   2.023E-002   1.707E-002   4.883E-002   1.195E-003   4.106E-005   7.748E-006   1.390E-001   4.812E-002   3.709E-006   6.099E-001
         800  8.000E-007  -1.199E+003   0.000E+000   0.000E+000   1.340E-003   2.458E+003   1.197E+001   1.586E+003   1.361E-013   0.000E+000   1.255E-003   6.270E-002   1.937E-002   1.845E-002   4.950E-002   1.120E-003   4.029E-005   6.851E-006   1.344E-001   6.803E-002   3.337E-006   6.100E-001
         900  9.000E-007  -1.024E+003   0.000E+000   0.000E+000   1.365E-003   2.571E+003   1.240E+001   1.586E+003   0.000E+000   0.000E+000   1.274E-003   6.099E-002   1.832E-002   1.956E-002   5.036E-002   1.040E-003   4.019E-005   6.117E-006   1.311E-001   8.449E-002   3.006E-006   6.100E-001
        1000  1.000E-006  -1.777E+003   0.000E+000   0.000E+000   1.386E-003   2.668E+003   1.277E+001   1.586E+003   5.896E-013   0.000E+000   1.270E-003   5.973E-002   1.722E-002   2.035E-002   5.111E-002   9.543E-004   4.060E-005   5.509E-006   1.280E-001   9.710E-002   2.721E-006   6.100E-001
        1100  1.100E-006  -1.649E+003   0.000E+000   0.000E+000   1.402E-003   2.751E+003   1.300E+001   1.586E+003   1.315E-012   0.000E+000   1.252E-003   5.882E-002   1.615E-002   2.088E-002   5.195E-002   8.761E-004   4.125E-005  -8.390E-016   1.248E-001   1.063E-001   2.481E-006   6.100E-001
        1200  1.200E-006  -1.306E+003   0.000E+000   0.000E+000   1.417E-003   2.819E+003   1.328E+001   1.586E+003  -1.361E-013   0.000E+000   1.225E-003   5.835E-002   1.514E-002   2.116E-002   5.281E-002   8.044E-004   4.126E-005  -8.306E-016   1.219E-001   1.111E-001   2.296E-006   6.087E-001
        1300  1.300E-006  -1.512E+003   0.000E+000   0.000E+000   1.430E-003   2.880E+003   1.353E+001   1.586E+003   5.669E-013   0.000E+000   1.195E-003   5.796E-002   1.421E-002   2.132E-002   5.365E-002   7.393E-004   4.114E-005  -8.230E-016   1.192E-001   1.142E-001   2.165E-006   6.040E-001
        1400  1.400E-006  -1.037E+003   0.000E+000   0.000E+000   1.453E-003   2.924E+003   1.374E+001   1.586E+003   1.361E-013   0.000E+000   1.163E-003   5.742E-002   1.338E-002   1.842E-002   5.371E-002   6.764E-004  -7.746E-016  -8.099E-016   1.164E-001   1.178E-001   2.056E-006   5.909E-001
        1500  1.500E-006  -6.050E+003   0.000E+000   0.000E+000   1.333E-003   2.829E+003   1.347E+001   1.586E+003  -3.175E-013   0.000E+000   1.077E-003   5.450E-002   1.265E-002   1.702E-002   4.735E-002   6.380E-004  -8.264E-016  -8.823E-016   1.099E-001   1.250E-001   1.929E-006   2.659E-001
           1  1.000E-009  -2.768E+000   0.000E+000   0.000E+000   4.977E-004   1.950E+003   3.998E+000   6.342E+002  -2.215E-017   0.000E+000   9.346E-003   1.854E-001   4.689E-009   7.792E-011   6.754E-013   4.578E-010   1.487E-008   7.516E-013   1.948E-001   1.293E-008   2.126E-011   6.104E-001
           2  2.000E-009  -1.096E+001   0.000E+000   0.000E+000   4.977E-004   1.950E+003   3.996E+000   6.342E+002   2.215E-017   0.000E+000   9.346E-003   1.854E-001   9.368E-009   3.097E-010   5.382E-012   9.215E-010   2.977E-008   2.989E-012   1.948E-001   2.589E-008   4.135E-011   6.104E-001
           3  3.000E-009  -2.432E+001   0.000E+000   0.000E+000   4.977E-004   1.951E+003   3.994E+000   6.342E+002   2.215E-017   0.000E+000   9.346E-003   1.854E-001   1.404E-008   6.924E-010   1.809E-011   1.391E-009   4.471E-008   6.685E-012   1.948E-001   3.889E-008   6.036E-011   6.104E-001
           4  4.000E-009  -4.245E+001   0.000E+000   0.000E+000   4.977E-004   1.951E+003   3.992E+000   6.342E+002  -8.858E-017   0.000E+000   9.346E-003   1.854E-001   1.870E-008   1.223E-009   4.271E-011   1.867E-009   5.968E-008   1.181E-011   1.948E-001   5.193E-008   7.835E-011   6.104E-001
           5  5.000E-009  -6.485E+001   0.000E+000   0.000E+000   4.978E-004   1.951E+003   3.991E+000   6.342E+002   1.329E-016   0.000E+000   9.346E-003   1.854E-001   2.335E-008   1.899E-009   8.308E-011   2.349E-009   7.468E-008   1.835E-011   1.948E-001   6.500E-008   9.540E-011   6.104E-001
           6  6.000E-009  -9.092E+001   0.000E+000   0.000E+000   4.978E-004   1.951E+003   3.989E+000   6.342E+002  -7.087E-016   0.000E+000   9.346E-003   1.854E-001   2.799E-008   2.719E-009   1.430E-010   2.838E-009   8.973E-008   2.627E-011   1.948E-001   7.812E-008   1.116E-010   6.104E-001
           7  7.000E-009  -1.200E+002   0.000E+000   0.000E+000   4.978E-004   1.951E+003   3.988E+000   6.342E+002  -1.594E-015   0.000E+000   9.346E-003   1.854E-001   3.263E-008   3.678E-009   2.262E-010   3.334E-009   1.048E-007   3.555E-011   1.948E-001   9.127E-008   1.270E-010   6.104E-001
           8  8.000E-009  -1.512E+002   0.000E+000   0.000E+000   4.979E-004   1.952E+003   3.987E+000   6.342E+002  -2.126E-015   0.000E+000   9.346E-003   1.854E-001   3.727E-008   4.775E-009   3.364E-010   3.836E-009   1.199E-007   4.615E-011   1.948E-001   1.045E-007   1.416E-010   6.104E-001
           9  9.000E-009  -1.839E+002   0.000E+000   0.000E+000   4.979E-004   1.952E+003   3.986E+000   6.342E+002  -1.949E-015   0.000E+000   9.346E-003   1.854E-001   4.190E-008   6.007E-009   4.771E-010   4.346E-009   1.351E-007   5.807E-011   1.948E-001   1.177E-007   1.555E-010   6.104E-001
          10  1.000E-008  -1.883E+002   0.000E+000   0.000E+000   4.894E-004   1.932E+003   3.985E+000   6.342E+002  -2.303E-015   0.000E+000   9.346E-003   1.854E-001   2.857E-008  -1.840E-015  -1.904E-015   2.137E-009   3.258E-008  -1.840E-015   1.948E-001   7.849E-008  -1.905E-015   6.104E-001
         100  1.000E-007  -2.100E+002   0.000E+000   0.000E+000   5.017E-004   1.944E+003   3.992E+000   6.342E+002  -2.463E-014   0.000E+000   9.342E-003   1.854E-001   4.918E-007   4.667E-007   4.156E-007   8.405E-008   1.279E-006   3.457E-009   1.948E-001   1.274E-006   6.861E-010   6.104E-001
         200  2.000E-007  -1.724E+002   0.000E+000   0.000E+000   5.146E-004   1.965E+003   3.994E+000   6.342E+002  -2.268E-014   0.000E+000   9.328E-003   1.852E-001   1.601E-006   1.994E-006   3.567E-006   2.950E-007   3.079E-006   1.050E-008   1.948E-001   3.663E-006   1.991E-009   6.104E-001
         300  3.000E-007  -1.308E+002   0.000E+000   0.000E+000   5.241E-004   1.974E+003   3.995E+000   6.342E+002  -1.851E-014   0.000E+000   9.289E-003   1.849E-001   4.112E-006   5.467E-006   1.283E-005   7.945E-007   5.038E-006   1.807E-008   1.947E-001   7.611E-006   4.461E-009   6.104E-001
         400  4.000E-007  -1.088E+002   0.000E+000   0.000E+000   5.313E-004   1.974E+003   3.995E+000   6.342E+002  -2.294E-014   0.000E+000   9.177E-003   1.838E-001   1.001E-005   1.362E-005   3.665E-005   1.967E-006   6.951E-006   2.565E-008   1.946E-001   1.464E-005   1.003E-008   6.104E-001
         500  5.000E-007  -9.041E+001   0.000E+000   0.000E+000   5.369E-004   1.975E+003   3.996E+000   6.342E+002  -2.968E-014   0.000E+000   8.871E-003   1.810E-001   2.385E-005   3.272E-005   9.456E-005   4.713E-006   9.422E-006   3.509E-008   1.944E-001   2.925E-005   2.283E-008   6.104E-001
         600  6.000E-007  -6.879E+001   0.000E+000   0.000E+000   5.412E-004   1.976E+003   3.997E+000   6.342E+002  -3.313E-014   0.000E+000   8.106E-003   1.738E-001   5.616E-005   7.736E-005   2.321E-004   1.110E-005   1.321E-005   4.938E-008   1.937E-001   6.151E-005   5.224E-008   6.104E-001
         700  7.000E-007  -6.318E+001   0.000E+000   0.000E+000   5.443E-004   1.977E+003   3.998E+000   6.342E+002  -2.711E-014   0.000E+000   6.539E-003   1.584E-001   1.312E-004   1.809E-004   5.536E-004   2.588E-005   1.976E-005   7.589E-008   1.921E-001   1.348E-004   1.194E-007   6.103E-001
         800  8.000E-007  -9.169E+001   0.000E+000   0.000E+000   5.462E-004   1.978E+003   3.999E+000   6.342E+002  -1.736E-014   0.000E+000   4.379E-003   1.347E-001   3.049E-004   4.195E-004   1.293E-003   5.971E-005   3.095E-005   1.343E-007   1.889E-001   3.024E-004   2.694E-007   6.102E-001
         900  9.000E-007  -1.647E+002   0.000E+000   0.000E+000   5.470E-004   1.979E+003   4.003E+000   6.342E+002  -3.402E-014   0.000E+000   2.680E-003   1.117E-001   7.016E-004   9.585E-004   2.956E-003   1.350E-004   3.792E-005   2.865E-007   1.842E-001   6.848E-004   5.863E-007   6.101E-001
        1000  1.000E-006  -2.571E+002   0.000E+000   0.000E+000   5.470E-004   1.983E+003   4.012E+000   6.342E+002  -1.701E-014   0.000E+000   1.873E-003   9.686E-002   1.581E-003   2.118E-003   6.489E-003   2.921E-004   3.399E-005   7.533E-007   1.787E-001   1.539E-003   1.182E-006   6.101E-001
        1100  1.100E-006  -3.142E+002   0.000E+000   0.000E+000   5.467E-004   1.991E+003   4.028E+000   6.342E+002   4.252E-014   0.000E+000   1.578E-003   8.862E-002   3.406E-003   4.357E-003   1.317E-002   5.785E-004   3.118E-005   2.259E-006   1.734E-001   3.347E-003   2.083E-006   6.101E-001
        1200  1.200E-006  -3.664E+002   0.000E+000   0.000E+000   5.469E-004   2.004E+003   4.056E+000   6.342E+002   1.446E-013   0.000E+000   1.481E-003   8.381E-002   6.715E-003   7.834E-003   2.332E-002   9.795E-004   2.933E-005   5.945E-006   1.684E-001   6.789E-003   2.794E-006   6.101E-001
        1300  1.300E-006  -4.026E+002   0.000E+000   0.000E+000   5.480E-004   2.026E+003   4.100E+000   6.342E+002   6.803E-014   0.000E+000   1.430E-003   8.057E-002   1.145E-002   1.153E-002   3.430E-002   1.345E-003   2.803E-005   7.961E-006   1.637E-001   1.228E-002   2.717E-006   6.101E-001
